category,resume_text
Mobile Developer,"Mobile Developer with 5 years of experience. Skilled in Python, scikit-learn, Spark, GCP, Flask. Experience with Scrum, Jira, Agile, REST API. Education: B.Des."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in Power BI, Azure, Spark, PostgreSQL, Kubernetes, scikit-learn, Kafka. Experience with Microservices, Git, GitHub Actions. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 2 years of experience. Skilled in MongoDB, Python, Pandas, Hadoop, PostgreSQL, Node.js, Tableau. Experience with Git, CI/CD, Jenkins. Education: B.Des."
UI/UX Designer,"UI/UX Designer with 4 years of experience. Skilled in Kubernetes, SQL, Power BI, Django, Flask. Experience with CI/CD, Agile, Git. Education: M.Tech in AI."
Blockchain Developer,"Blockchain Developer with 1 years of experience. Skilled in Figma, Azure, scikit-learn, NumPy, SQL. Experience with REST API, Jenkins. Education: M.S. in Data Science."
AI Engineer,"AI Engineer with 4 years of experience. Skilled in PyTorch, Python, PostgreSQL, SQL. Experience with Agile, Terraform. Education: MBA."
Data Engineer,"Data Engineer with 6 years of experience. Skilled in Kafka, PostgreSQL, Docker, scikit-learn, Excel. Experience with Agile, Microservices, CI/CD, Scrum. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 2 years of experience. Skilled in Flask, GraphQL, Spark, Java, Elasticsearch, Pandas, scikit-learn. Experience with REST API, Agile, GitHub Actions. Education: B.Des."
Data Engineer,"Data Engineer with 5 years of experience. Skilled in NumPy, C++, Figma, MongoDB, GraphQL, Airflow, Tableau. Experience with Ansible, Jira, Linux. Education: B.Des."
Data Engineer,"Data Engineer with 5 years of experience. Skilled in Django, Java, Flask, PyTorch. Experience with CI/CD, Jira, REST API, GitHub Actions. Education: M.Tech in AI."
Machine Learning Engineer,"Machine Learning Engineer with 7 years of experience. Skilled in PyTorch, SQL, NumPy, Hadoop, Spark. Experience with REST API, Git. Education: B.E. in IT."
Blockchain Developer,"Blockchain Developer with 5 years of experience. Skilled in TensorFlow, Java, Redis, Power BI, Flask. Experience with Linux, Scrum, GitHub Actions, Terraform. Education: B.Des."
Cloud Engineer,"Cloud Engineer with 10 years of experience. Skilled in Node.js, NumPy, GCP, scikit-learn, Power BI, Spark. Experience with Terraform, CI/CD, Scrum. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 3 years of experience. Skilled in scikit-learn, AWS, Tableau, GCP, Pandas, Django, C++. Experience with Microservices, Git. Education: B.Des."
Business Analyst,"Business Analyst with 6 years of experience. Skilled in Kafka, GCP, Java, Flask, Django, Spark. Experience with Agile, GitHub Actions. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 10 years of experience. Skilled in NumPy, Java, Redis, scikit-learn, Django, Docker, Figma. Experience with Linux, Terraform. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 9 years of experience. Skilled in React, Python, Redis, GraphQL. Experience with GitHub Actions, CI/CD. Education: B.Tech in Computer Science."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in Docker, Hadoop, Solidity, Flask. Experience with Linux, Jira, GitHub Actions. Education: B.Des."
Cloud Engineer,"Cloud Engineer with 2 years of experience. Skilled in Figma, NumPy, Kubernetes, TensorFlow, Excel. Experience with Agile, Jira, CI/CD, Terraform. Education: M.S. in Data Science."
Blockchain Developer,"Blockchain Developer with 5 years of experience. Skilled in Java, C++, NumPy, Redis, GCP. Experience with Git, Microservices, GitHub Actions, Jira. Education: M.S. in Data Science."
QA Engineer,"QA Engineer with 10 years of experience. Skilled in Solidity, Kafka, Figma, Flask. Experience with Scrum, Agile, Git, CI/CD. Education: B.E. in IT."
Data Engineer,"Data Engineer with 9 years of experience. Skilled in Spark, MongoDB, C++, Azure, PostgreSQL. Experience with CI/CD, GitHub Actions, Microservices, Agile. Education: M.Tech in AI."
UI/UX Designer,"UI/UX Designer with 3 years of experience. Skilled in Flask, PyTorch, NumPy, Elasticsearch. Experience with Ansible, Git. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 8 years of experience. Skilled in NumPy, Redis, Tableau, Pandas. Experience with CI/CD, Git, Ansible, Terraform. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 10 years of experience. Skilled in TensorFlow, Redis, SQL, Kafka, Pandas, scikit-learn. Experience with Git, CI/CD. Education: B.E. in IT."
Software Engineer,"Software Engineer with 4 years of experience. Skilled in Hadoop, Java, C++, MongoDB. Experience with Agile, Scrum. Education: M.S. in Data Science."
Software Engineer,"Software Engineer with 6 years of experience. Skilled in Docker, GCP, Pandas, Hadoop, Spark, Azure, Kubernetes. Experience with REST API, Scrum. Education: B.Tech in Computer Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 7 years of experience. Skilled in Spark, Hadoop, Python, Django, Java, NumPy. Experience with REST API, Jenkins. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 7 years of experience. Skilled in SQL, React, GraphQL, Pandas, Docker, PostgreSQL, Airflow. Experience with Linux, Terraform. Education: B.Tech in Computer Science."
Data Scientist,"Data Scientist with 9 years of experience. Skilled in PyTorch, Hadoop, Azure, Redis, Tableau. Experience with Agile, Microservices, Terraform. Education: B.Tech in Computer Science."
Cloud Engineer,"Cloud Engineer with 10 years of experience. Skilled in Tableau, Solidity, GraphQL, scikit-learn, Redis. Experience with Jenkins, REST API, GitHub Actions, Linux. Education: B.Tech in Computer Science."
Frontend Developer,"Frontend Developer with 1 years of experience. Skilled in Airflow, Solidity, PostgreSQL, Hadoop. Experience with Agile, Jenkins, Microservices, REST API. Education: B.Des."
Mobile Developer,"Mobile Developer with 10 years of experience. Skilled in Java, Kafka, Python, GCP, Power BI, Figma, TensorFlow. Experience with Ansible, CI/CD. Education: B.Tech in Computer Science."
Mobile Developer,"Mobile Developer with 8 years of experience. Skilled in Azure, Figma, React, Node.js, Spark, Airflow, PyTorch. Experience with CI/CD, REST API, Agile, GitHub Actions. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 10 years of experience. Skilled in Django, Figma, Kafka, PyTorch, Pandas. Experience with Linux, Jenkins, Scrum, Agile. Education: B.Des."
QA Engineer,"QA Engineer with 4 years of experience. Skilled in Hadoop, Airflow, AWS, PyTorch, Tableau, Kubernetes. Experience with Git, Jira, Microservices, Ansible. Education: B.Tech in Computer Science."
Blockchain Developer,"Blockchain Developer with 8 years of experience. Skilled in Django, NumPy, Airflow, Tableau, Elasticsearch, Solidity. Experience with Linux, Jenkins. Education: B.Tech in Computer Science."
Cloud Engineer,"Cloud Engineer with 6 years of experience. Skilled in Hadoop, Power BI, Elasticsearch, MongoDB, AWS, Spark, Python. Experience with GitHub Actions, Git, Terraform, Microservices. Education: B.E. in IT."
Machine Learning Engineer,"Machine Learning Engineer with 7 years of experience. Skilled in PyTorch, Power BI, Node.js, Spark, C++, GCP, Docker. Experience with Scrum, CI/CD, Jenkins, REST API. Education: B.Des."
Machine Learning Engineer,"Machine Learning Engineer with 4 years of experience. Skilled in SQL, Spark, Node.js, GCP, Django. Experience with Terraform, CI/CD. Education: B.E. in IT."
Backend Developer,"Backend Developer with 8 years of experience. Skilled in Node.js, Excel, Spark, scikit-learn, GCP. Experience with REST API, CI/CD, Jenkins. Education: M.S. in Data Science."
Backend Developer,"Backend Developer with 7 years of experience. Skilled in Elasticsearch, Solidity, TensorFlow, Spark, Kubernetes. Experience with Scrum, Linux. Education: MBA."
Product Manager,"Product Manager with 7 years of experience. Skilled in Airflow, Python, Docker, Node.js, NumPy, C++, MongoDB. Experience with Linux, CI/CD, Scrum. Education: B.Des."
Software Engineer,"Software Engineer with 10 years of experience. Skilled in Airflow, Excel, FastAPI, Solidity, Kubernetes, Python, Azure. Experience with Ansible, Linux, Agile. Education: B.Des."
Business Analyst,"Business Analyst with 4 years of experience. Skilled in AWS, Redis, Docker, GraphQL, MongoDB. Experience with REST API, GitHub Actions, Microservices. Education: B.Des."
Business Analyst,"Business Analyst with 6 years of experience. Skilled in Figma, Java, FastAPI, Tableau, Python, React, MongoDB. Experience with Agile, Jenkins, Microservices. Education: MBA."
Mobile Developer,"Mobile Developer with 7 years of experience. Skilled in Kafka, React, Elasticsearch, Solidity, C++, Python. Experience with Jira, Agile, Scrum. Education: B.Des."
Business Analyst,"Business Analyst with 7 years of experience. Skilled in Kafka, Tableau, Flask, Kubernetes. Experience with Terraform, Scrum. Education: B.Tech in Computer Science."
Data Engineer,"Data Engineer with 1 years of experience. Skilled in Python, Kafka, React, Flask, PostgreSQL, NumPy. Experience with GitHub Actions, Git, Ansible. Education: M.S. in Data Science."
Cybersecurity Analyst,"Cybersecurity Analyst with 7 years of experience. Skilled in GraphQL, Kubernetes, AWS, Redis, PyTorch, scikit-learn. Experience with Ansible, Microservices, Scrum. Education: B.Tech in Computer Science."
Machine Learning Engineer,"Machine Learning Engineer with 3 years of experience. Skilled in Pandas, Kafka, NumPy, PostgreSQL. Experience with Agile, Jenkins, GitHub Actions. Education: B.E. in IT."
Frontend Developer,"Frontend Developer with 2 years of experience. Skilled in scikit-learn, Node.js, Pandas, React, Solidity, Docker, Elasticsearch. Experience with Jira, Ansible. Education: MBA."
Backend Developer,"Backend Developer with 5 years of experience. Skilled in scikit-learn, Docker, Python, GCP, Excel. Experience with Scrum, Agile, Terraform. Education: B.Tech in Computer Science."
UI/UX Designer,"UI/UX Designer with 4 years of experience. Skilled in PyTorch, Java, Kubernetes, Python, FastAPI, Figma. Experience with GitHub Actions, Jenkins, Jira. Education: M.Tech in AI."
QA Engineer,"QA Engineer with 1 years of experience. Skilled in Kafka, GCP, Kubernetes, Node.js. Experience with Jira, Microservices. Education: M.S. in Data Science."
Business Analyst,"Business Analyst with 2 years of experience. Skilled in Kafka, Figma, Node.js, GCP, Airflow, Redis, Hadoop. Experience with Git, Jenkins, GitHub Actions, Linux. Education: B.Des."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in Docker, Django, Hadoop, Elasticsearch. Experience with REST API, CI/CD, Scrum, GitHub Actions. Education: B.Des."
Cybersecurity Analyst,"Cybersecurity Analyst with 10 years of experience. Skilled in AWS, Java, PostgreSQL, Python, scikit-learn, Elasticsearch, GCP. Experience with Scrum, Ansible, Git. Education: B.Tech in Computer Science."
Product Manager,"Product Manager with 1 years of experience. Skilled in PyTorch, Azure, Figma, Python, TensorFlow, GraphQL, Flask. Experience with Ansible, Microservices. Education: B.Des."
AI Engineer,"AI Engineer with 2 years of experience. Skilled in Kafka, Elasticsearch, C++, Spark. Experience with Jenkins, REST API. Education: M.S. in Data Science."
Backend Developer,"Backend Developer with 8 years of experience. Skilled in TensorFlow, PyTorch, Spark, FastAPI. Experience with Microservices, Scrum, Ansible. Education: B.Des."
AI Engineer,"AI Engineer with 9 years of experience. Skilled in MongoDB, scikit-learn, Excel, Figma, AWS, Tableau. Experience with REST API, Microservices, Linux, Scrum. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 2 years of experience. Skilled in Django, Redis, Tableau, Spark. Experience with Jenkins, Terraform, Git, GitHub Actions. Education: B.Tech in Computer Science."
Backend Developer,"Backend Developer with 5 years of experience. Skilled in Pandas, Django, Flask, Power BI, MongoDB. Experience with Git, REST API, Microservices. Education: M.Tech in AI."
Mobile Developer,"Mobile Developer with 5 years of experience. Skilled in Flask, TensorFlow, C++, GCP, MongoDB, React. Experience with Microservices, Scrum, Jira. Education: MBA."
UI/UX Designer,"UI/UX Designer with 8 years of experience. Skilled in TensorFlow, FastAPI, Node.js, GraphQL. Experience with Scrum, Linux, Jenkins, REST API. Education: MBA."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in Power BI, Spark, Python, C++, GCP. Experience with Agile, Jenkins, Terraform. Education: MBA."
Blockchain Developer,"Blockchain Developer with 5 years of experience. Skilled in Node.js, Java, Pandas, Docker. Experience with Scrum, REST API, Linux, GitHub Actions. Education: M.Tech in AI."
Machine Learning Engineer,"Machine Learning Engineer with 3 years of experience. Skilled in Power BI, Elasticsearch, PyTorch, FastAPI, NumPy, TensorFlow. Experience with CI/CD, Terraform, Ansible. Education: B.Tech in Computer Science."
QA Engineer,"QA Engineer with 3 years of experience. Skilled in SQL, scikit-learn, NumPy, Docker, Java, Kubernetes, TensorFlow. Experience with Linux, Agile, CI/CD. Education: MBA."
DevOps Engineer,"DevOps Engineer with 8 years of experience. Skilled in Azure, Elasticsearch, React, Flask. Experience with Jira, Scrum, Git, Agile. Education: B.Des."
Frontend Developer,"Frontend Developer with 9 years of experience. Skilled in Kafka, Kubernetes, Pandas, Django, Hadoop. Experience with Jenkins, Microservices, Jira. Education: M.S. in Data Science."
Mobile Developer,"Mobile Developer with 6 years of experience. Skilled in TensorFlow, Kafka, Tableau, SQL. Experience with Git, Agile. Education: B.Des."
AI Engineer,"AI Engineer with 3 years of experience. Skilled in GCP, Power BI, Excel, PyTorch, scikit-learn. Experience with Agile, Scrum. Education: M.S. in Data Science."
Machine Learning Engineer,"Machine Learning Engineer with 2 years of experience. Skilled in GraphQL, Excel, Spark, AWS, PyTorch. Experience with Agile, Scrum. Education: MBA."
Blockchain Developer,"Blockchain Developer with 2 years of experience. Skilled in Java, PostgreSQL, TensorFlow, Tableau. Experience with Agile, Ansible, Microservices, Scrum. Education: M.S. in Data Science."
UI/UX Designer,"UI/UX Designer with 2 years of experience. Skilled in Node.js, Spark, Java, PostgreSQL. Experience with Microservices, CI/CD. Education: B.E. in IT."
DevOps Engineer,"DevOps Engineer with 8 years of experience. Skilled in Flask, Elasticsearch, Kubernetes, Power BI, MongoDB. Experience with Jenkins, REST API. Education: MBA."
